Waste_Version	1.0
Num_X_Squares	58
Num_Y_Squares	57
Square_Width	115200
Square_Height	115200
Grid_Boundary	0	0	6576000	6566400
Start_Grid
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   6  17   0   0   0   0  14   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1  12   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   3   9   0   0   0   1   6   0   0   0   2   2   0   0   0   0   0   1   3   0   0   2   0   0   0  10   0   0   0   0   0   0   0   0   0   0  17   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   7   0   0  16   9   0   0   0   0   0   0   0   0   9   1   0   0   0   0  16   0   0   0   0   0   0   0   0   2   0  26   0   0   0   0   0   0   0   0   0  12   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   2   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   5   0   8   0   0   0   0   6   0   0   0   0   0  11   1   0   0   5   0   0   0   0   0   0   3   0   0   0   0   0   3  11   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   4   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   4   0   0   0   0   0   0   0   2   0   0   9   0   0   0   0   0   0   0   2   0   0   0   0   4   0   0   0   0   0   0   0   0   0   0   0   0   4   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0  21   0   0   0   0   0   0   6   4   0   0   0   0   0  19   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   7   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   7   0   0   0   0   0   0   0   0   0   0   0   6   0   1   0   0   0   0   0  11   0   0   0   0  12   0   0   0   0   0   3   0   0   0   0
   0   0   0   0   0   0   0   9   6   0   0   0   0   0   0   0   0  16   2   0   0   0   0   0   0   0   0   3  14   0   0   0   6   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  17   0   0   0   0   0   0   0   0   0   0  28   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   4   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0  19   0   5  12   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   6   8   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   0   0   0   0   0   1   1   0
   0   0   0   0   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0   0   6  36   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   4   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  11   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0  10   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  14   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0  31   5   0   0   6  36   0   0   0   0   0   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   0   0   0   1   0   0   0   0   0   3   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0  21   0   0   5   0   6   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0  10   0   0   0  24   0   0   0   6  14  33   0   0   0   0   1   0
   0   0   0   0   0   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0  24   0   0   0   1   0
   0   0   0   0   0   0  20   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   0   0   4   4   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   5   0   0   2   0   0   0   0   1   0
   0   0   1   9   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   9   0   1   0   0   0   0   0   0   0   2   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   0
   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0  11   0   0   8   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   2   0   0   0   0   0   0   0   0   0   0   0   4   8   0   0   0   0   0   0   0  11   0   6   0   0   0   0   0
   0   0   0   0   0   0   0   0   0  12   0   0   0   0   0   0   0   7   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0  42   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0  16   0   0   0   5   0   0   0   0   0   0   0   3   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  17   9   0   0   0   0   0   0   0   0   0   5   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   0   0   0   0   0   0   1   1   0   0   0   0   0
   0   0   0   0   0   0   0   0   0  11   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0  10   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   4   0   0   0   0  12   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   3  24   0   0   0   0   0   0  11   0  11   0   0   0   6   0   0   0   0   0   0   0   0   0   6   0   0   0   0   0   0   0   0   0   0  21  13   0   0   3   0   0   0   0   0   0   0   5   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   4   0   0  18   3  13   0   7   0   0   0   0   7   0   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   8   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   5   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0  14   0   0   0   0   0   0   0   0   0   0   0   0  12   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   5   0   0   0   0   0   0   0   4  19   1   2   0   0   0   0   0   0   0   0   0   0   0   0   7  14   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   6   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  18   8   0   0   9   0   0   1   0   0   0   0   0   7   0   0   0   0   0   0   5   2   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   6   0   0   0   0   0   0   0   0   9   1   0   0   0   0   0   0  14   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  25   0   0   0   3   0   0   1   0
   0   0   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   0   0   0   0   0   0   0  11   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  11   0   0   0   0   0   0   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0   1   0   0   0   1   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   1   8   0   0   0   0   0   0   0   0   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   4   0   0   1  14   0  12   0   0   0   0   0   0   0   0   0   0   1   0
   4   1   0   0   0   0   0   0   0   0   0   0   0   8   0   0   0   0   0   0   0   0   0   0   0   7   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   7  12   0   0   4   0   0   0   0   6   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   1   0
   0   0   0   3   0   0   2   0   0   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0   6   0   0   0  14   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  16   0   0   0  18  22   0   0   0   0   0   0   0   0   0   0   0   0   3   4  18   0   0   1   0
   0   0   0   3   0   0   0   0  19   5   0   7   9   0   0   0   0   0   0   1   0   0   0   0   3   0   0   0  13   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   3   0   0   0   0   0   0   1   7   0   0   0   0   0   0   3   0  10   0   0   0   0   0   0   0   0   0   0   0   0   0   9   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  33   0   9   6   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   6   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  11   0   0   0   0   0   0   0   7   0   0   0   0   0   0   0  17   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   6   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  15   0   0   0   0   0   1   0
   0   0   0   0   0   3   0   0   0  10   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   9  24   0   0   0
   0   0   0   0  12   0   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3  20   0  10   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0   0   0   0   0  17   0   0   0   0   0   0   0   7   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   8  36   3   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   8   0   0   0   0   0   0   0   0   0   0   8   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   0   0   0   0   2   1   4   0   0   0   1   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
End_Grid
Total_Grid_Waste	2241
Start_Cell_Waste	12268
u_mod_top/u_chirp/Tx_real_reg[0]	0	0
u_mod_top/u_dqpsk/imag_out_reg[0]	0	0
u_mod_top/u_chirp/Tx_imag_reg[0]	0	0
u_mod_top/u_chirp/Tx_imag_reg[1]	0	2
u_sm_ram_Q/mem_reg[103][3]	0	0
u_mod_top/u_chirp/U231	0	0
u_mod_top/u_chirp/Tx_imag_reg[3]	0	4
u_sm_ram_Q/mem_reg[193][0]	0	0
u_sm_ram_Q/mem_reg[176][1]	0	1
u_sm_ram_Q/mem_reg[193][2]	0	2
u_sm_ram_Q/mem_reg[102][3]	0	0
u_sm_ram_Q/mem_reg[177][3]	0	0
u_mod_top/u_dqpsk/buf_imag_reg[2][0]	0	0
u_mod_top/u_chirp/sample_idx_reg[5]	0	5
u_mod_top/u_dqpsk/ptr_reg[1]	0	2
u_mod_top/u_chirp/state_reg[0]	0	0
u_sm_ram_Q/mem_reg[176][0]	0	3
u_sm_Q/U17	0	0
u_ctrl_fsm/preample_sfd_rom_rd_addr_reg_reg[2]	0	5
u_mod_top/u_chirp/state_reg[1]	0	2
u_sm_ram_Q/mem_reg[39][1]	0	0
u_mod_top/u_dqpsk/buf_imag_reg[1][0]	0	5
u_mod_top/u_dqpsk/buf_imag_reg[1][1]	0	4
u_sm_ram_I/mem_reg[178][1]	0	2
u_mod_top/u_chirp/Tx_imag_reg[6]	0	2
u_mod_top/u_dqpsk/ptr_reg[0]	0	4
u_mod_top/u_chirp/sample_idx_reg[2]	0	0
u_sm_ram_Q/mem_reg[209][1]	0	5
u_mod_top/u_chirp/Tx_imag_reg[5]	0	4
u_sm_ram_Q/mem_reg[0][2]	0	0
u_mod_top/u_chirp/Tx_imag_reg[7]	0	1
u_mod_top/u_chirp/gap_cnt_reg[3]	0	0
u_mod_top/u_chirp/gap_cnt_reg[4]	0	5
u_ctrl_fsm/preample_sfd_rom_rd_addr_reg_reg[1]	0	0
u_mod_top/u_chirp/sample_idx_reg[3]	0	2
u_sm_ram_Q/mem_reg[36][3]	0	1
u_sm_ram_Q/mem_reg[0][3]	0	2
u_mod_top/u_chirp/group_parity_reg	0	3
u_mod_top/u_chirp/sample_valid_reg	0	0
u_sm_Q/U3	0	0
u_sm_ram_Q/mem_reg[115][2]	0	0
u_mod_top/u_chirp/PLACE_HFSINV_624_1206	0	1
u_sm_Q/wr_addr_reg[4]	0	0
u_mod_top/u_dqpsk/real_out_reg[0]	0	2
u_sm_ram_Q/mem_reg[2][1]	0	2
u_sm_Q/wr_addr_reg[1]	0	4
u_mod_top/u_chirp/sample_idx_reg[4]	0	2
u_ctrl_fsm/preample_sfd_rom_rd_addr_reg_reg[3]	0	1
u_sm_ram_I/mem_reg[2][1]	0	4
u_mod_top/u_chirp/gap_cnt_reg[2]	0	2
u_mod_top/u_dqpsk/buf_imag_reg[0][0]	0	1
u_sm_Q/add_60/U1_1_1	0	3
u_sm_Q/wr_addr_reg[5]	0	2
u_sm_ram_Q/mem_reg[208][2]	0	3
u_mod_top/u_chirp/add_558/U1_2	0	4
u_sm_ram_Q/mem_reg[102][1]	0	2.01235
u_sm_ram_Q/mem_reg[39][0]	0	5.01235
u_sm_ram_Q/mem_reg[1][3]	0	3.01235
u_sm_ram_Q/mem_reg[2][3]	0	0.0123457
u_mod_top/u_chirp/U179	0	0.0123457
u_sm_ram_Q/mem_reg[102][0]	0	0.0123457
u_sm_ram_Q/mem_reg[39][3]	0	1.01235
u_sm_ram_Q/mem_reg[165][2]	0	0.0123457
u_sm_ram_Q/mem_reg[23][1]	0	4.01235
u_sm_ram_Q/mem_reg[1][2]	0	1.01235
u_mod_top/u_dqpsk/buf_real_reg[0][0]	0	2.01235
u_sm_ram_Q/mem_reg[3][2]	0	1.01235
u_sm_ram_Q/mem_reg[23][0]	0	0.0123457
u_sm_ram_Q/mem_reg[23][2]	0	4.01235
u_mod_top/u_chirp/add_558/U1_3	0	2.01235
u_sm_ram_Q/mem_reg[22][0]	0	1.01235
u_sm_ram_Q/mem_reg[22][1]	0	3.01235
u_sm_ram_Q/mem_reg[39][2]	0	2.02469
u_sm_ram_Q/mem_reg[23][3]	0	3.02469
u_mod_top/u_chirp/U545	0	1.02469
u_mod_top/u_chirp/U230	0	4.03704
u_sm_ram_Q/mem_reg[214][2]	0	1.03704
u_mod_top/u_chirp/U462	0	2.03704
u_mod_top/u_chirp/U166	0	0.0493827
u_mod_top/u_chirp/U322	0	0.0493827
u_mod_top/u_chirp/U43	0	1.06173
u_mod_top/u_chirp/U370	0	1.06173
u_mod_top/u_chirp/U447	0	4.06173
u_mod_top/u_chirp/U12	0	4.06173
u_mod_top/u_chirp/U226	0	4.06173
u_mod_top/u_chirp/U384	0	1.06173
u_sm_ram_I/mem_reg[178][0]	0	1.06173
u_mod_top/u_chirp/U228	0	0.0740741
u_mod_top/u_chirp/U224	0	0.0740741
u_sm_ram_Q/mem_reg[215][3]	0	0.0740741
u_mod_top/u_chirp/U142	0	1.07407
u_mod_top/u_chirp/PLACE_HFSBUF_42_1202	0	1.07407
u_mod_top/u_chirp/U232	0	2.08642
u_mod_top/u_chirp/add_558/U1_5	0	1.08642
u_mod_top/u_chirp/U160	0	0.0864198
u_mod_top/u_chirp/U436	0	1.08642
u_mod_top/u_chirp/U434	0	1.08642
u_mod_top/u_chirp/U385	0	1.08642
u_mod_top/u_chirp/U229	0	1.09877
u_mod_top/u_chirp/U486	0	1.09877
u_mod_top/u_chirp/U414	0	4.09877
u_mod_top/u_chirp/U439	0	1.09877
u_mod_top/u_chirp/U452	0	0.0987654
u_mod_top/u_chirp/PLACE_HFSINV_811_1208	0	0.111111
u_mod_top/u_chirp/U410	0	2.12346
u_mod_top/u_chirp/U109	0	1.06173
u_mod_top/u_chirp/U415	0	0.135802
u_mod_top/u_chirp/U411	0	3.14815
u_mod_top/u_chirp/U227	0	3.14815
u_mod_top/u_chirp/U192	0	1.07407
u_mod_top/u_chirp/U544	0	1.16049
u_mod_top/u_chirp/U266	0	1.16049
u_sm_Q/U14	0	0.160494
u_mod_top/u_chirp/PLACE_HFSINV_129_1200	0	1.16049
u_mod_top/u_chirp/U383	0	3.07407
u_sm_Q/add_60/U1_1_2	0	1.17284
u_mod_top/u_chirp/U242	0	2.17284
u_mod_top/u_chirp/U196	0	1.07407
u_mod_top/u_dqpsk/U37	0	1.18519
u_mod_top/u_chirp/U267	0	0.185185
u_mod_top/u_chirp/U239	0	2.18519
u_mod_top/u_chirp/U543	0	3.19753
u_mod_top/u_chirp/U438	0	2.19753
u_sm_Q/wr_addr_reg[0]	0	4.20988
u_mod_top/u_chirp/U550	0	3.20988
u_mod_top/u_chirp/U168	0	4.14815
u_mod_top/u_chirp/U175	0	3.14815
u_mod_top/u_chirp/U273	0	0.222222
u_mod_top/u_chirp/U270	0	1.22222
u_mod_top/u_chirp/U268	0	3.22222
u_mod_top/u_chirp/U185	0	1.12346
u_mod_top/u_chirp/PLACE_HFSBUF_704_1201	0	0.148148
u_mod_top/u_dqpsk/U48	0	0.222222
u_sm_Q/U18	0	0.222222
u_mod_top/u_chirp/U445	0	3.16049
u_mod_top/u_chirp/U309	0	3.23457
u_mod_top/u_chirp/U272	0	2.07407
u_mod_top/u_chirp/U382	0	1.1358
u_mod_top/u_dqpsk/U45	0	1.23457
u_sm_ram_Q/mem_reg[0][0]	0	2.24691
u_mod_top/u_chirp/U129	0	0.17284
u_mod_top/u_chirp/U448	0	2.24691
u_mod_top/u_chirp/U238	0	2.24691
u_mod_top/u_chirp/U469	0	1.25926
u_mod_top/u_chirp/U450	0	4.16049
u_mod_top/u_chirp/U260	0	0.123457
u_sm_ram_Q/U793	0	0.259259
u_sm_ram_Q/U905	0	0.259259
u_mod_top/u_chirp/PLACE_HFSBUF_460_1207	0	2.19753
u_mod_top/u_chirp/U533	0	1.08642
u_mod_top/u_chirp/U484	0	2.28395
u_sm_ram_Q/U2299	0	0.283951
u_mod_top/u_chirp/U508	0	1.28395
u_mod_top/u_chirp/U259	0	1.28395
u_sm_ram_Q/mem_reg[115][0]	0	0.296296
u_mod_top/u_chirp/U126	0	1.14815
u_mod_top/u_chirp/U167	0	3.14815
u_mod_top/u_dqpsk/real_out_reg[1]	0	1.2963
u_mod_top/u_chirp/U537	0	1.30864
u_sm_ram_Q/U862	0	0.308642
u_sm_ram_Q/U2468	0	0.308642
u_sm_ram_Q/mem_reg[193][1]	0	4.32099
u_mod_top/u_chirp/Tx_real_reg[1]	0	2.32099
u_sm_ram_Q/mem_reg[3][3]	0	0.320988
u_mod_top/u_chirp/U246	0	1.32099
u_mod_top/u_chirp/U258	0	2.24691
u_mod_top/u_dqpsk/U64	0	2.32099
u_sm_ram_Q/U1776	0	2.32099
u_mod_top/u_chirp/U250	0	2.25926
u_mod_top/u_chirp/U542	0	0.197531
u_sm_ram_Q/mem_reg[165][0]	0	0.333333
u_sm_ram_Q/mem_reg[165][3]	0	3.33333
u_mod_top/u_chirp/U463	0	3.33333
u_mod_top/u_chirp/si_reg[1]	0	2.33333
u_mod_top/u_chirp/U470	0	1.33333
u_ctrl_fsm/U44	0	1.33333
u_sm_ram_Q/mem_reg[36][2]	0	2.33333
u_sm_ram_Q/mem_reg[176][2]	0	0.333333
u_mod_top/u_chirp/U195	0	0.259259
u_mod_top/u_dqpsk/U32	0	3.33333
u_mod_top/u_chirp/Tx_imag_reg[4]	0	1.33333
u_sm_ram_Q/mem_reg[22][2]	0	2.33333
u_sm_ram_Q/mem_reg[2][2]	0	5.33333
u_sm_Q/add_60/U1_1_4	0	0.333333
u_sm_ram_Q/mem_reg[2][0]	0	0.333333
u_mod_top/u_chirp/U497	0	1.33333
u_ctrl_fsm/U41	0	2.33333
u_mod_top/u_chirp/U240	0	0.17284
u_mod_top/u_dqpsk/U47	0	2.33333
u_sm_ram_Q/mem_reg[115][1]	0	1.33333
u_mod_top/u_dqpsk/buf_imag_reg[3][0]	0	1.34568
u_mod_top/u_chirp/U422	0	2.2716
u_mod_top/u_chirp/U61	0	0.197531
u_sm_ram_Q/mem_reg[165][1]	0	0.345679
u_mod_top/u_chirp/U456	0	2.25926
u_mod_top/u_chirp/U261	0	0.283951
u_sm_ram_Q/mem_reg[1][0]	0	1.37037
u_sm_ram_Q/mem_reg[102][2]	0	0.37037
u_mod_top/u_chirp/U444	0	1.2716
u_mod_top/u_chirp/U156	0	1.19753
u_sm_Q/U13	0	2.38272
u_mod_top/u_chirp/add_570/U1_7	0	1.38272
u_sm_Q/add_60/U1	0	3.38272
u_mod_top/u_chirp/U348	0	1.28395
u_mod_top/u_chirp/gap_cnt_reg[5]	0	1.38272
u_form_ppdu/rom_dut/data_reg[2]	0	1.25926
u_mod_top/u_chirp/U254	0	1.32099
u_sm_ram_Q/U1484	0	2.39506
u_mod_top/u_chirp/U243	0	0.395062
u_mod_top/u_chirp/U378	0	1.23457
u_mod_top/u_chirp/subchirp_idx_reg[0]	0	2.39506
u_sm_ram_Q/mem_reg[199][2]	0	0.395062
u_mod_top/u_dqpsk/U25	0	0.407407
u_sm_ram_Q/U2300	0	2.24691
u_sm_Q/U16	0	1.40741
u_sm_ram_Q/U1485	0	0.407407
u_mod_top/u_chirp/U257	0	1.24691
u_sm_ram_Q/U354	0	0.407407
u_mod_top/u_chirp/U366	0	1.23457
u_mod_top/u_chirp/U152	0	1.25926
u_mod_top/u_chirp/add_616/U1_1_3	0	4.40741
u_ctrl_fsm/U40	0	0.407407
u_mod_top/u_dqpsk/U46	0	1.40741
u_mod_top/u_chirp/Tx_imag_reg[2]	0	3.33333
u_mod_top/u_dqpsk/buf_real_reg[1][0]	0	3.40741
u_sm_ram_Q/U2688	0	3.41975
u_mod_top/u_dqpsk/U34	0	3.34568
u_mod_top/u_dqpsk/U16	0	2.24691
u_sm_ram_Q/U1775	0	5.34568
u_sm_ram_Q/U1487	0	0.419753
u_mod_top/u_chirp/U446	0	0.345679
u_mod_top/u_dqpsk/U35	0	1.39506
u_sm_ram_Q/U908	0	3.25926
u_mod_top/u_chirp/U549	0	0.345679
u_mod_top/u_chirp/U150	0	1.32099
u_sm_ram_Q/mem_reg[4][2]	0	3.41975
u_mod_top/u_chirp/U467	0	0.345679
u_mod_top/u_chirp/U149	0	2.30864
u_sm_ram_Q/U1486	0	1.4321
u_sm_ram_Q/U1482	0	2.4321
u_sm_ram_Q/U2298	0	0.432099
u_mod_top/u_chirp/add_616/U1_1_4	0	3.2716
u_sm_ram_Q/U1777	0	0.432099
u_sm_ram_Q/U1488	0	2.2716
u_sm_ram_Q/U2890	0	3.4321
u_sm_Q/add_60/U1_1_3	0	3.4321
u_sm_ram_Q/U1483	0	2.4321
u_mod_top/u_chirp/U236	0	1.2716
u_sm_ram_Q/U3604	0	3.2716
u_sm_ram_Q/U3393	0	4.2716
u_mod_top/u_chirp/U532	0	1.4321
u_mod_top/u_chirp/U194	0	1.2963
u_mod_top/u_chirp/U202	0	2.37037
u_mod_top/u_chirp/U153	0	2.28395
u_mod_top/u_chirp/U386	0	1.24691
u_sm_ram_Q/U2235	0	1.44444
u_mod_top/u_chirp/U503	0	1.34568
u_mod_top/u_chirp/U362	0	1.19753
u_sm_ram_Q/U907	0	5.44444
u_mod_top/u_chirp/U421	0	1.34568
u_mod_top/u_dqpsk/U17	0	2.28395
u_sm_ram_Q/U1588	0	2.44444
u_sm_ram_Q/U1583	0	3.28395
u_mod_top/u_chirp/U64	0	1.23457
u_sm_ram_Q/U3666	0	3.2963
